0	sky	Cúpula HDRI	skyHdri	11,8,10	68,48,68
949	stair	Peldaño exterior 18	wood	13.479999542236328,0.1969444453716278,1.3055555820465088	1,0.07500000298023224,0.2231111079454422
950	stair	Nariz antideslizante peldaño 18	blackMetal	13.479999542236328,0.23644444346427917,1.2084444761276245	0.9100000262260437,0.006000000052154064,0.017999999225139618
951	stair	Soporte peldaño 18	blackMetal	13.479999542236328,0.15244443714618683,1.3055555820465088	0.8899999856948853,0.03500000014901161,0.03500000014901161
952	stair	Zanca exterior	blackMetal	13.020000457763672,1.5299999713897705,3.0999999046325684	0.08500000089406967,0.1599999964237213,4.929462432861328
953	stair	Pasamanos escalera -1	blackMetal	12.994999885559082,2.680000066757202,3.0999999046325684	0.04500000178813934,0.04500000178813934,4.929462432861328
954	stair	Poste escalera -1 0	blackMetal	12.994999885559082,0.5849999785423279,1.2000000476837158	0.03500000014901161,1.0499999523162842,0.03500000014901161
955	stair	Poste escalera -1 1	blackMetal	12.994999885559082,1.1083333492279053,1.8333333730697632	0.03500000014901161,1.0499999523162842,0.03500000014901161
956	stair	Poste escalera -1 2	blackMetal	12.994999885559082,1.631666660308838,2.4666666984558105	0.03500000014901161,1.0499999523162842,0.03500000014901161
957	stair	Poste escalera -1 3	blackMetal	12.994999885559082,2.1549999713897705,3.0999999046325684	0.03500000014901161,1.0499999523162842,0.03500000014901161
958	stair	Poste escalera -1 4	blackMetal	12.994999885559082,2.678333282470703,3.7333333492279053	0.03500000014901161,1.0499999523162842,0.03500000014901161
959	stair	Poste escalera -1 5	blackMetal	12.994999885559082,3.2016665935516357,4.366666793823242	0.03500000014901161,1.0499999523162842,0.03500000014901161
960	stair	Poste escalera -1 6	blackMetal	12.994999885559082,3.7249999046325684,5	0.03500000014901161,1.0499999523162842,0.03500000014901161
961	stair	Placa unión escalera descanso -1	blackMetal	13.020000457763672,3.075000047683716,5.010000228881836	0.12999999523162842,0.23000000417232513,0.20999999344348907
962	stair	Bulón unión escalera -10	stainless	12.946999549865723,3.059999942779541,5.039999961853027	0.02199999988079071,0.026000000536441803,0.026000000536441803
963	stair	Bulón unión escalera -11	stainless	12.946999549865723,3.1500000953674316,5.039999961853027	0.02199999988079071,0.026000000536441803,0.026000000536441803
964	stair	Zanca lado edificio	blackMetal	13.9399995803833,1.5299999713897705,3.0999999046325684	0.08500000089406967,0.1599999964237213,4.929462432861328
965	stair	Pasamanos escalera 1	blackMetal	13.96500015258789,2.680000066757202,3.0999999046325684	0.04500000178813934,0.04500000178813934,4.929462432861328
966	stair	Poste escalera 1 0	blackMetal	13.96500015258789,0.5849999785423279,1.2000000476837158	0.03500000014901161,1.0499999523162842,0.03500000014901161
967	stair	Poste escalera 1 1	blackMetal	13.96500015258789,1.1083333492279053,1.8333333730697632	0.03500000014901161,1.0499999523162842,0.03500000014901161
968	stair	Poste escalera 1 2	blackMetal	13.96500015258789,1.631666660308838,2.4666666984558105	0.03500000014901161,1.0499999523162842,0.03500000014901161
969	stair	Poste escalera 1 3	blackMetal	13.96500015258789,2.1549999713897705,3.0999999046325684	0.03500000014901161,1.0499999523162842,0.03500000014901161
970	stair	Poste escalera 1 4	blackMetal	13.96500015258789,2.678333282470703,3.7333333492279053	0.03500000014901161,1.0499999523162842,0.03500000014901161
971	stair	Poste escalera 1 5	blackMetal	13.96500015258789,3.2016665935516357,4.366666793823242	0.03500000014901161,1.0499999523162842,0.03500000014901161
972	stair	Poste escalera 1 6	blackMetal	13.96500015258789,3.7249999046325684,5	0.03500000014901161,1.0499999523162842,0.03500000014901161
973	stair	Placa unión escalera descanso 1	blackMetal	13.9399995803833,3.075000047683716,5.010000228881836	0.12999999523162842,0.23000000417232513,0.20999999344348907
974	stair	Bulón unión escalera 10	stainless	14.012999534606934,3.059999942779541,5.039999961853027	0.02199999988079071,0.026000000536441803,0.026000000536441803
975	stair	Bulón unión escalera 11	stainless	14.012999534606934,3.1500000953674316,5.039999961853027	0.02199999988079071,0.026000000536441803,0.026000000536441803
976	upper	Descanso escalera	concrete	13.5,3.119999885559082,5.5	1,0.1599999964237213,1
977	upper	Balcón lateral	concrete	13.5,3.119999885559082,9	1,0.1599999964237213,6
978	stair	Perfil encuentro descanso escalera	blackMetal	13.479999542236328,3.190000057220459,5.006999969482422	0.9599999785423279,0.019999999552965164,0.02500000037252903
979	upper	Vestidor tabique dormitorio paño A	whitePlaster	17.6200008392334,4.574999809265137,6.664999961853027	0.14000000059604645,2.75,1.1299999952316284
980	upper	Vestidor tabique dormitorio paño B	whitePlaster	17.6200008392334,4.574999809265137,8.5649995803833	0.14000000059604645,2.75,0.8700000047683716
981	upper	Vestidor tabique dormitorio dintel	whitePlaster	17.6200008392334,5.690000057220459,7.679999828338623	0.14000000059604645,0.5199999809265137,0.8999999761581421
982	upper	Vestidor tabique baño paño A	whitePlaster	19.420000076293945,4.574999809265137,6.605000019073486	0.14000000059604645,2.75,1.0099999904632568
983	upper	Vestidor tabique baño paño B	whitePlaster	19.420000076293945,4.574999809265137,8.324999809265137	0.14000000059604645,2.75,0.6299999952316284
984	upper	Vestidor tabique baño dintel	whitePlaster	19.420000076293945,5.690000057220459,7.559999942779541	0.14000000059604645,0.5199999809265137,0.8999999761581421
985	upper	Vestidor cierre al estar paño A	whitePlaster	17.80500030517578,4.574999809265137,9	0.5099999904632568,2.75,0.14000000059604645
986	upper	Vestidor cierre al estar paño B	whitePlaster	19.235000610351562,4.574999809265137,9	0.5099999904632568,2.75,0.14000000059604645
987	upper	Vestidor cierre al estar dintel	whitePlaster	18.520000457763672,5.690000057220459,9	0.9200000166893005,0.5199999809265137,0.14000000059604645
988	upper	Dormitorio tabique transversal	whitePlaster	15.850000381469727,4.574999809265137,9	3.4000000953674316,2.75,0.14000000059604645
989	upper	Puerta acceso vestidor	woodDark	18.520000457763672,4.340000152587891,9	0.8299999833106995,2.180000066757202,0.04500000178813934
990	upper	Puerta acceso vestidor manija	stainless	18.825000762939453,4.269999980926514,9.034000396728516	0.14000000059604645,0.03200000151991844,0.03200000151991844
991	upper	Puerta acceso vestidor marco -1	blackMetal	18.079999923706055,4.360000133514404,9	0.03999999910593033,2.2200000286102295,0.10999999940395355
992	upper	Puerta acceso vestidor marco 1	blackMetal	18.959999084472656,4.360000133514404,9	0.03999999910593033,2.2200000286102295,0.10999999940395355
993	upper	Puerta acceso vestidor marco superior	blackMetal	18.520000457763672,5.465000152587891,9	0.9200000166893005,0.03999999910593033,0.10999999940395355
994	upper	Puerta dormitorio	woodDark	17.6200008392334,4.340000152587891,7.679999828338623	0.04500000178813934,2.180000066757202,0.8199999928474426
995	upper	Puerta dormitorio manija	stainless	17.65399932861328,4.269999980926514,7.380000114440918	0.03200000151991844,0.03200000151991844,0.14000000059604645
996	upper	Puerta dormitorio marco -1	blackMetal	17.6200008392334,4.360000133514404,7.244999885559082	0.10999999940395355,2.2200000286102295,0.03999999910593033
997	upper	Puerta dormitorio marco 1	blackMetal	17.6200008392334,4.360000133514404,8.114999771118164	0.10999999940395355,2.2200000286102295,0.03999999910593033
998	upper	Puerta dormitorio marco superior	blackMetal	17.6200008392334,5.465000152587891,7.679999828338623	0.10999999940395355,0.03999999910593033,0.9100000262260437
999	upper	Puerta baño vivienda	woodDark	19.420000076293945,4.340000152587891,7.559999942779541	0.04500000178813934,2.180000066757202,0.8199999928474426
1000	upper	Puerta baño vivienda manija	stainless	19.45400047302246,4.269999980926514,7.260000228881836	0.03200000151991844,0.03200000151991844,0.14000000059604645
1001	upper	Puerta baño vivienda marco -1	blackMetal	19.420000076293945,4.360000133514404,7.125	0.10999999940395355,2.2200000286102295,0.03999999910593033
1002	upper	Puerta baño vivienda marco 1	blackMetal	19.420000076293945,4.360000133514404,7.994999885559082	0.10999999940395355,2.2200000286102295,0.03999999910593033
1003	upper	Puerta baño vivienda marco superior	blackMetal	19.420000076293945,5.465000152587891,7.559999942779541	0.10999999940395355,0.03999999910593033,0.9100000262260437
1004	upperDetail	Vestidor respaldo armario	woodDark	18.520000457763672,4.46999979019165,6.170000076293945	1.6100000143051147,2.380000114440918,0.04500000178813934
1005	upperDetail	Vestidor lateral módulo 17.73	wood	17.729999542236328,4.46999979019165,6.460000038146973	0.026000000536441803,2.380000114440918,0.5600000023841858
1006	upperDetail	Vestidor lateral módulo 18.28	wood	18.280000686645508,4.46999979019165,6.460000038146973	0.026000000536441803,2.380000114440918,0.5600000023841858
1007	upperDetail	Vestidor lateral módulo 18.81	wood	18.809999465942383,4.46999979019165,6.460000038146973	0.026000000536441803,2.380000114440918,0.5600000023841858
1008	upperDetail	Vestidor lateral módulo 19.31	wood	19.309999465942383,4.46999979019165,6.460000038146973	0.026000000536441803,2.380000114440918,0.5600000023841858
1009	upperDetail	Vestidor estante 3.29	wood	18.520000457763672,3.2899999618530273,6.460000038146973	1.600000023841858,0.02500000037252903,0.5600000023841858
1010	upperDetail	Vestidor estante 3.64	wood	18.520000457763672,3.640000104904175,6.460000038146973	1.600000023841858,0.02500000037252903,0.5600000023841858
1011	upperDetail	Vestidor estante 5.31	wood	18.520000457763672,5.309999942779541,6.460000038146973	1.600000023841858,0.02500000037252903,0.5600000023841858
1012	upperDetail	Vestidor estante 5.65	wood	18.520000457763672,5.650000095367432,6.460000038146973	1.600000023841858,0.02500000037252903,0.5600000023841858
1013	upperDetail	Vestidor barral	stainless	18.56999969482422,5.130000114440918,6.46999979019165	0.8600000143051147,0.02199999988079071,0.02199999988079071
1014	upperDetail	Vestidor prenda 0	clothWhite	18.329999923706055,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1015	upperDetail	Vestidor prenda 1	fabric	18.440000534057617,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1016	upperDetail	Vestidor prenda 2	clothWhite	18.549999237060547,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1017	upperDetail	Vestidor prenda 3	fabric	18.65999984741211,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1018	upperDetail	Vestidor prenda 4	clothWhite	18.770000457763672,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1019	upperDetail	Vestidor prenda 5	fabric	18.8799991607666,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1020	upperDetail	Vestidor prenda 6	clothWhite	18.989999771118164,4.760000228881836,6.480000019073486	0.054999999701976776,0.5699999928474426,0.28999999165534973
1021	upperDetail	Vestidor cajón 0	woodDark	18,3.7699999809265137,6.480000019073486	0.4699999988079071,0.25999999046325684,0.49000000953674316
1022	upperDetail	Vestidor cajón 1	woodDark	18,4.059999942779541,6.480000019073486	0.4699999988079071,0.25999999046325684,0.49000000953674316
1023	upperDetail	Vestidor cajón 2	woodDark	18,4.349999904632568,6.480000019073486	0.4699999988079071,0.25999999046325684,0.49000000953674316
1024	upperDetail	Vestidor zapatero 8.35	wood	19.1299991607666,3.490000009536743,8.350000381469727	0.4300000071525574,0.44999998807907104,0.25
1025	upperDetail	Vestidor zapatero 8.65	wood	19.1299991607666,3.490000009536743,8.649999618530273	0.4300000071525574,0.44999998807907104,0.25
1026	upperDetail	Vestidor luz lineal	warmLight	18.520000457763672,5.739999771118164,6.510000228881836	1.340000033378601,0.027000000700354576,0.029999999329447746
1027	lower	Baño quincho frente cerrado	brick	21.25,1.2999999523162842,10.100000381469727	1.5,2.5999999046325684,0.14000000059604645
1028	lower	Baño quincho muro posterior paño A	brick	20.635000228881836,1.2999999523162842,11.899999618530273	0.27000001072883606,2.5999999046325684,0.14000000059604645
1029	lower	Baño quincho muro posterior paño B	brick	21.834999084472656,1.2999999523162842,11.899999618530273	0.33000001311302185,2.5999999046325684,0.14000000059604645
1030	lower	Baño quincho muro posterior dintel	brick	21.219999313354492,2.515000104904175,11.899999618530273	0.8999999761581421,0.17000000178813934,0.14000000059604645
1031	lower	Puerta baño quincho	woodDark	21.219999313354492,1.2999999523162842,11.920000076293945	0.8199999928474426,2.180000066757202,0.04500000178813934
1032	lower	Puerta baño quincho manija	stainless	20.920000076293945,1.2300000190734863,11.954000473022461	0.14000000059604645,0.03200000151991844,0.03200000151991844
1033	lower	Puerta baño quincho marco -1	blackMetal	20.78499984741211,1.3200000524520874,11.920000076293945	0.03999999910593033,2.2200000286102295,0.10999999940395355
1034	lower	Puerta baño quincho marco 1	blackMetal	21.655000686645508,1.3200000524520874,11.920000076293945	0.03999999910593033,2.2200000286102295,0.10999999940395355
1035	lower	Puerta baño quincho marco superior	blackMetal	21.219999313354492,2.424999952316284,11.920000076293945	0.9100000262260437,0.03999999910593033,0.10999999940395355
1036	ground	Umbral baño pileta	paver	21.219999313354492,0.15000000596046448,12.050000190734863	0.9599999785423279,0.11999999731779099,0.47999998927116394
1037	ground	Playa húmeda pileta	poolBasin	19.15999984741211,-0.23999999463558197,16.5	1.440000057220459,0.3199999928474426,2.75
1038	ground	Playa húmeda pileta escalón	poolBasin	18.229999542236328,-0.4300000071525574,16.5	0.4300000071525574,0.23999999463558197,2.740000009536743
1039	upperDetail	Cocina lineal bajos	woodDark	21.459999084472656,3.690000057220459,9.8100004196167	0.6499999761581421,0.8399999737739563,1.9900000095367432
1040	upperDetail	Cocina lineal mesada	concrete	21.43000030517578,4.130000114440918,9.8100004196167	0.7200000286102295,0.054999999701976776,2.0199999809265137
1041	upperDetail	Frente cocina vivienda 0	wood	21.1200008392334,3.7300000190734863,9.170000076293945	0.03500000014901161,0.6800000071525574,0.5400000214576721
1042	upperDetail	Tirador cocina vivienda 0	blackMetal	21.08799934387207,3.9200000762939453,9.170000076293945	0.024000000208616257,0.02199999988079071,0.30000001192092896
1043	upperDetail	Frente cocina vivienda 1	wood	21.1200008392334,3.7300000190734863,9.739999771118164	0.03500000014901161,0.6800000071525574,0.5400000214576721
1044	upperDetail	Tirador cocina vivienda 1	blackMetal	21.08799934387207,3.9200000762939453,9.739999771118164	0.024000000208616257,0.02199999988079071,0.30000001192092896
1045	upperDetail	Frente cocina vivienda 2	wood	21.1200008392334,3.7300000190734863,10.3100004196167	0.03500000014901161,0.6800000071525574,0.5400000214576721
1046	upperDetail	Tirador cocina vivienda 2	blackMetal	21.08799934387207,3.9200000762939453,10.3100004196167	0.024000000208616257,0.02199999988079071,0.30000001192092896
1047	upperDetail	Zócalo cocina vivienda	blackMetal	21.200000762939453,3.309999942779541,9.8100004196167	0.4399999976158142,0.11999999731779099,1.9500000476837158
1048	upperDetail	Backsplash cocina vivienda	tile	21.780000686645508,4.639999866485596,9.84000015258789	0.02500000037252903,0.9300000071525574,2.0299999713897705
1049	upperDetail	Alacena cocina	wood	21.610000610351562,5.190000057220459,9.720000267028809	0.36000001430511475,0.7400000095367432,1.600000023841858
1050	upperDetail	Luz bajo alacena cocina	warmLight	21.399999618530273,4.809999942779541,9.720000267028809	0.02500000037252903,0.02800000086426735,1.5199999809265137
1051	upperDetail	Anafe cocina	blackMetal	21.399999618530273,4.165999889373779,10.319999694824219	0.5299999713897705,0.017999999225139618,0.47999998927116394
1052	upperDetail	Inductor cocina 21.2710.2	stainless	21.270000457763672,4.177999973297119,10.199999809265137	0.09000000357627869,0.006000000052154064,0.09000000357627869
1053	upperDetail	Inductor cocina 21.2710.43	stainless	21.270000457763672,4.177999973297119,10.430000305175781	0.09000000357627869,0.006000000052154064,0.09000000357627869
1054	upperDetail	Inductor cocina 21.5310.2	stainless	21.530000686645508,4.177999973297119,10.199999809265137	0.09000000357627869,0.006000000052154064,0.09000000357627869
1055	upperDetail	Inductor cocina 21.5310.43	stainless	21.530000686645508,4.177999973297119,10.430000305175781	0.09000000357627869,0.006000000052154064,0.09000000357627869
1056	upperDetail	Bacha cocina	stainless	21.420000076293945,4.151000022888184,9.399999618530273	0.46000000834465027,0.017999999225139618,0.4000000059604645
1057	upperDetail	Bacha cocina interior	blackMetal	21.420000076293945,4.163000106811523,9.399999618530273	0.3799999952316284,0.012000000104308128,0.3100000023841858
1058	upperDetail	Grifería cocina	stainless	0,0,0	1,1,1
1059	upperDetail	Horno empotrado cocina	blackMetal	21.082000732421875,3.700000047683716,10.319999694824219	0.017999999225139618,0.5,0.5199999809265137
1060	upperDetail	Horno cocina vidrio	screen	21.070999145507812,3.680000066757202,10.319999694824219	0.00800000037997961,0.28999999165534973,0.4300000071525574
1061	upperDetail	Horno cocina tirador	stainless	21.045000076293945,3.9000000953674316,10.319999694824219	0.02500000037252903,0.02500000037252903,0.3799999952316284
1062	upperDetail	Heladera	stainless	21.450000762939453,4.329999923706055,11.239999771118164	0.6700000166893005,2.1500000953674316,0.7099999785423279
1063	upperDetail	Heladera puerta superior	stainless	21.099000930786133,4.630000114440918,11.239999771118164	0.024000000208616257,1.4800000190734863,0.6700000166893005
1064	upperDetail	Heladera tirador	blackMetal	21.06599998474121,4.449999809265137,10.979999542236328	0.02500000037252903,0.5199999809265137,0.02199999988079071
1065	upperDetail	Península cocina base	woodDark	20.459999084472656,3.690000057220459,9.050000190734863	1.2699999809265137,0.8399999737739563,0.5699999928474426
1066	upperDetail	Península cocina mesada	concrete	20.450000762939453,4.130000114440918,9.050000190734863	1.350000023841858,0.054999999701976776,0.6600000262260437
1067	upperDetail	Alfombra comedor	fabric	18.149999618530273,3.263000011444092,10.489999771118164	2.4600000381469727,0.014000000432133675,2.140000104904175
1068	upperDetail	Mesa comedor tapa	wood	18.149999618530273,4.039999961853027,10.479999542236328	1.6699999570846558,0.06499999761581421,0.9100000262260437
1069	upperDetail	Mesa comedor pata -0.64-0.29	woodDark	17.510000228881836,3.640000104904175,10.1899995803833	0.054999999701976776,0.75,0.054999999701976776
1070	upperDetail	Mesa comedor pata -0.640.29	woodDark	17.510000228881836,3.640000104904175,10.770000457763672	0.054999999701976776,0.75,0.054999999701976776
1071	upperDetail	Mesa comedor pata 0.64-0.29	woodDark	18.790000915527344,3.640000104904175,10.1899995803833	0.054999999701976776,0.75,0.054999999701976776
1072	upperDetail	Mesa comedor pata 0.640.29	woodDark	18.790000915527344,3.640000104904175,10.770000457763672	0.054999999701976776,0.75,0.054999999701976776
1073	upperDetail	Silla comedor norte -0.49 asiento	fabric	17.65999984741211,3.7100000381469727,9.84000015258789	0.4699999988079071,0.10999999940395355,0.4399999976158142
1074	upperDetail	Silla comedor norte -0.49 respaldo	fabric	17.65999984741211,3.9800000190734863,9.649999618530273	0.44999998807907104,0.4300000071525574,0.07500000298023224
1075	upperDetail	Silla comedor norte -0.49 pata -1-1	woodDark	17.485000610351562,3.4649999141693115,9.6850004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1076	upperDetail	Silla comedor norte -0.49 pata -11	woodDark	17.485000610351562,3.4649999141693115,9.994999885559082	0.03200000151991844,0.4300000071525574,0.03200000151991844
1077	upperDetail	Silla comedor norte -0.49 pata 1-1	woodDark	17.834999084472656,3.4649999141693115,9.6850004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1078	upperDetail	Silla comedor norte -0.49 pata 11	woodDark	17.834999084472656,3.4649999141693115,9.994999885559082	0.03200000151991844,0.4300000071525574,0.03200000151991844
1079	upperDetail	Silla comedor sur -0.49 asiento	fabric	17.65999984741211,3.7100000381469727,11.119999885559082	0.4699999988079071,0.10999999940395355,0.4399999976158142
1080	upperDetail	Silla comedor sur -0.49 respaldo	fabric	17.65999984741211,3.9800000190734863,11.309999465942383	0.44999998807907104,0.4300000071525574,0.07500000298023224
1081	upperDetail	Silla comedor sur -0.49 pata -1-1	woodDark	17.834999084472656,3.4649999141693115,11.274999618530273	0.03200000151991844,0.4300000071525574,0.03200000151991844
1082	upperDetail	Silla comedor sur -0.49 pata -11	woodDark	17.834999084472656,3.4649999141693115,10.96500015258789	0.03200000151991844,0.4300000071525574,0.03200000151991844
1083	upperDetail	Silla comedor sur -0.49 pata 1-1	woodDark	17.485000610351562,3.4649999141693115,11.274999618530273	0.03200000151991844,0.4300000071525574,0.03200000151991844
1084	upperDetail	Silla comedor sur -0.49 pata 11	woodDark	17.485000610351562,3.4649999141693115,10.96500015258789	0.03200000151991844,0.4300000071525574,0.03200000151991844
1085	upperDetail	Silla comedor norte 0.49 asiento	fabric	18.639999389648438,3.7100000381469727,9.84000015258789	0.4699999988079071,0.10999999940395355,0.4399999976158142
1086	upperDetail	Silla comedor norte 0.49 respaldo	fabric	18.639999389648438,3.9800000190734863,9.649999618530273	0.44999998807907104,0.4300000071525574,0.07500000298023224
1087	upperDetail	Silla comedor norte 0.49 pata -1-1	woodDark	18.46500015258789,3.4649999141693115,9.6850004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1088	upperDetail	Silla comedor norte 0.49 pata -11	woodDark	18.46500015258789,3.4649999141693115,9.994999885559082	0.03200000151991844,0.4300000071525574,0.03200000151991844
1089	upperDetail	Silla comedor norte 0.49 pata 1-1	woodDark	18.815000534057617,3.4649999141693115,9.6850004196167	0.03200000151991844,0.4300000071525574,0.03200000151991844
1090	upperDetail	Silla comedor norte 0.49 pata 11	woodDark	18.815000534057617,3.4649999141693115,9.994999885559082	0.03200000151991844,0.4300000071525574,0.03200000151991844
1091	upperDetail	Silla comedor sur 0.49 asiento	fabric	18.64000129699707,3.7100000381469727,11.119999885559082	0.4699999988079071,0.10999999940395355,0.4399999976158142
1092	upperDetail	Silla comedor sur 0.49 respaldo	fabric	18.64000129699707,3.9800000190734863,11.309999465942383	0.44999998807907104,0.4300000071525574,0.07500000298023224
1093	upperDetail	Silla comedor sur 0.49 pata -1-1	woodDark	18.815000534057617,3.4649999141693115,11.274999618530273	0.03200000151991844,0.4300000071525574,0.03200000151991844
1094	upperDetail	Silla comedor sur 0.49 pata -11	woodDark	18.815000534057617,3.4649999141693115,10.96500015258789	0.03200000151991844,0.4300000071525574,0.03200000151991844
1095	upperDetail	Silla comedor sur 0.49 pata 1-1	woodDark	18.46500015258789,3.4649999141693115,11.274999618530273	0.03200000151991844,0.4300000071525574,0.03200000151991844
1096	upperDetail	Silla comedor sur 0.49 pata 11	woodDark	18.46500015258789,3.4649999141693115,10.96500015258789	0.03200000151991844,0.4300000071525574,0.03200000151991844
1097	upperDetail	Lámpara comedor	warmLight	18.149999618530273,5.400000095367432,10.479999542236328	1.2200000286102295,0.03500000014901161,0.07999999821186066
1098	upperDetail	Cable lámpara comedor 17.69	blackMetal	17.690000534057617,5.71999979019165,10.479999542236328	0.004999999888241291,0.6100000143051147,0.004999999888241291
1099	upperDetail	Cable lámpara comedor 18.61	blackMetal	18.610000610351562,5.71999979019165,10.479999542236328	0.004999999888241291,0.6100000143051147,0.004999999888241291
1100	upperDetail	Florero comedor	ceramic	18.149999618530273,4.150000095367432,10.479999542236328	0.07800000160932541,0.1599999964237213,0.07800000160932541
1101	upperDetail	Sofá vivienda base	fabric	15.600000381469727,3.5899999141693115,9.430000305175781	1.6399999856948853,0.30000001192092896,0.8600000143051147
1102	upperDetail	Sofá vivienda respaldo	fabric	15.600000381469727,4.039999961853027,9.100000381469727	1.607200026512146,0.6700000166893005,0.23999999463558197
1103	upperDetail	Sofá vivienda brazo -1	fabric	14.885000228881836,3.8499999046325684,9.430000305175781	0.2199999988079071,0.5199999809265137,0.8600000143051147
1104	upperDetail	Sofá vivienda brazo 1	fabric	16.315000534057617,3.8499999046325684,9.430000305175781	0.2199999988079071,0.5199999809265137,0.8600000143051147
1105	upperDetail	Sofá vivienda cojín 0	fabric	15.199999809265137,3.805000066757202,9.449999809265137	0.38600000739097595,0.20000000298023224,0.6399999856948853
1106	upperDetail	Sofá vivienda costura cojín 0	fabric	15.199999809265137,3.799999952316284,9.449999809265137	1,1,1
1107	upperDetail	Sofá vivienda cojín 1	fabric	15.600000381469727,3.805000066757202,9.449999809265137	0.38600000739097595,0.20000000298023224,0.6399999856948853
1108	upperDetail	Sofá vivienda costura cojín 1	fabric	15.600000381469727,3.799999952316284,9.449999809265137	1,1,1
1109	upperDetail	Sofá vivienda cojín 2	fabric	16,3.805000066757202,9.449999809265137	0.38600000739097595,0.20000000298023224,0.6399999856948853
1110	upperDetail	Sofá vivienda costura cojín 2	fabric	16,3.799999952316284,9.449999809265137	1,1,1
1111	upperDetail	Sofá vivienda pata -1-1	blackMetal	14.949999809265137,3.359999895095825,9.140000343322754	0.026000000536441803,0.2199999988079071,0.026000000536441803
1112	upperDetail	Sofá vivienda pata -11	blackMetal	14.949999809265137,3.359999895095825,9.720000267028809	0.026000000536441803,0.2199999988079071,0.026000000536441803
1113	upperDetail	Sofá vivienda pata 1-1	blackMetal	16.25,3.359999895095825,9.140000343322754	0.026000000536441803,0.2199999988079071,0.026000000536441803
1114	upperDetail	Sofá vivienda pata 11	blackMetal	16.25,3.359999895095825,9.720000267028809	0.026000000536441803,0.2199999988079071,0.026000000536441803
1115	upperDetail	Mesa baja vivienda	wood	15.600000381469727,3.5199999809265137,10.470000267028809	0.7799999713897705,0.10999999940395355,0.5199999809265137
1116	upperDetail	Mueble TV	woodDark	15.600000381469727,3.619999885559082,11.65999984741211	1.5800000429153442,0.6800000071525574,0.3100000023841858
1117	upperDetail	Pantalla TV	screen	15.600000381469727,4.360000133514404,11.640000343322754	1.149999976158142,0.6499999761581421,0.03500000014901161
1118	upperDetail	Marco corrediza lateral superior	blackMetal	13.904999732971191,5.769999980926514,10.364999771118164	0.029999999329447746,0.07999999821186066,2.5999999046325684
1119	upperDetail	Marco corrediza lateral inferior	blackMetal	13.904999732971191,3.305000066757202,10.364999771118164	0.029999999329447746,0.03999999910593033,2.5999999046325684
1120	upperDetail	Marco corrediza lateral jamba norte	blackMetal	13.904999732971191,4.539999961853027,9.079999923706055	0.029999999329447746,2.5,0.05999999865889549
1121	upperDetail	Marco corrediza lateral jamba sur	blackMetal	13.904999732971191,4.539999961853027,11.649999618530273	0.029999999329447746,2.5,0.05999999865889549
1122	upperDetail	Marco corrediza lateral montante	blackMetal	13.904999732971191,4.539999961853027,10.364999771118164	0.029999999329447746,2.5,0.04500000178813934
1123	upperDetail	Umbral corrediza lateral	blackMetal	14.029999732971191,3.234999895095825,10.364999771118164	0.23999999463558197,0.026000000536441803,2.640000104904175
1124	upperDetail	Junta sombra umbral lateral	blackMetal	14.119999885559082,3.2249999046325684,10.364999771118164	0.03999999910593033,0.014000000432133675,2.5399999618530273
1125	upperDetail	Marco corrediza posterior superior A	blackMetal	16.040000915527344,5.769999980926514,12.104999542236328	2.819999933242798,0.07999999821186066,0.029999999329447746
1126	upperDetail	Marco corrediza posterior inferior A	blackMetal	16.040000915527344,3.305000066757202,12.104999542236328	2.819999933242798,0.03999999910593033,0.029999999329447746
1127	upperDetail	Marco corrediza posterior jamba izq A	blackMetal	14.65999984741211,4.539999961853027,12.104999542236328	0.05999999865889549,2.5,0.029999999329447746
1128	upperDetail	Marco corrediza posterior jamba der A	blackMetal	17.420000076293945,4.539999961853027,12.104999542236328	0.05999999865889549,2.5,0.029999999329447746
1129	upperDetail	Marco corrediza posterior montante A	blackMetal	16.040000915527344,4.539999961853027,12.104999542236328	0.03999999910593033,2.5,0.029999999329447746
1130	upperDetail	Umbral corrediza posterior A	blackMetal	16.040000915527344,3.234999895095825,11.979999542236328	2.819999933242798,0.026000000536441803,0.23999999463558197
1131	upperDetail	Marco corrediza posterior superior B	blackMetal	19.600000381469727,5.769999980926514,12.104999542236328	3.5999999046325684,0.07999999821186066,0.029999999329447746
1132	upperDetail	Marco corrediza posterior inferior B	blackMetal	19.600000381469727,3.305000066757202,12.104999542236328	3.5999999046325684,0.03999999910593033,0.029999999329447746
1133	upperDetail	Marco corrediza posterior jamba izq B	blackMetal	17.829999923706055,4.539999961853027,12.104999542236328	0.05999999865889549,2.5,0.029999999329447746
